StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,year,month
DELHI,New Delhi (Connaught Place),DELHI,NA,AGRICULTURE,Others,Others,Government Schemes, Ask about information on  PM - KISAN beneficiary status,प्रधानमंत्री किसान सम्मान निधि योजना के लाभार्थी की स्थिति जानने के लिए इस लिंक पर क्लिक करें https://pmkisan.gov.in/BeneficiaryStatus_New.aspx,2024-01-21T19:06:54.003,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,AGRICULTURE,Others,Others,Government Schemes, KISAAN CALL CENTER,"THANX FOR CALLING KISAAN CALL CENTER
",2024-01-22T19:02:24.693,2024,1
DELHI,New Delhi (Connaught Place),0   ,NA,AGRICULTURE,Others,Others,Government Schemes,"FARMER ASKED ABOUT TO PM KISAN SAMMAN NIDHI YOJANA ?
",पीएफएमएस / बैंक अस्वीकृति कारण: यूआईडी कभी भी डीबीटी के लिए सक्षम नहीं है (आधार को खाते से जोड़ने के लिए अपने बैंक से संपर्क करें),2024-01-23T12:39:43.6,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,AGRICULTURE,Others,Others,Government Schemes," 
FARMER ASKED ABOUT TO PM KISAN SAMMAN NIDHI YOJANA ?","पीएम किसान निधि योजना की अधिक जानकारी के लिए आप अपने ब्लॉक में नोडल ऑफिसर से संपर्क करें
 ",2024-01-24T16:18:40.517,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,AGRICULTURE,Others,Others,Government Schemes,"THANX FOR CALLING KISAAN CALL CENTER
","THANX FOR CALLING KISAAN CALL CENTER

",2024-01-24T16:28:11.09,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT TO PM KISAN SAMMAN NIDHI YOJANA ?,पीएम किसान निधि योजना की अधिक जानकारी के लिए आप अपने ब्लॉक में नोडल ऑफिसर से संपर्क करें,2024-01-24T18:48:31.63,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,HORTICULTURE,Vegetables,Ridge Gourd,Seeds and Planting Material,"ASKED ABOUT TO VARIETIES OF RIDGE GOURD ?
","चिकनी तोरई की उन्नत किस्में- पूसा चिकनी, पूसा सुप्रिया, शंकर लॉन्ग, डार्क ग्रीन, पूसा स्नेहा, लाइट माया
धारीदार तोरई की उन्नत किस्में- पूसा नसदार, शंकर बंसी, शंकर कावेरी, सतपुतिया, पूसा नूतन है 
पूसा दिल्ली के संपर्क नम्बर = 011-25841670, टोल फ्री नम्बर - 1800-11-8989 है। 
",2024-01-25T09:37:40.86,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,AGRICULTURE,Others,Others,Government Schemes,"FARMER ASKED ABOUT TO PM KISAN SAMMAN NIDHI YOJANA ?
","पीएफएमएस / बैंक अस्वीकृति कारण: यूआईडी कभी भी डीबीटी के लिए सक्षम नहीं है (आधार को खाते से जोड़ने के लिए अपने बैंक से संपर्क करें)
बैंक द्वारा एनपीसीआई मैपर से आधार नंबर डी-सीड किया गया - ग्राहक अपने बैंक से संपर्क करने के लिए
खाता विवरण बैंक के साथ पुनर्वैधीकरण प्रक्रिया के अधीन है",2024-01-25T13:36:11.82,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,AGRICULTURE,Pulses,Green Gram (Moong Bean/ Moong),Varieties,FARMER ASKED ABOUT THE VARIETY OF GREEN GRAM ?,"VARIETY OF GREEN GRAM IS PUSA VISHAL, MUM- 1, K-851 ",2024-01-26T15:42:46.86,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,HORTICULTURE,Fruits,Guava,Cultural Practices,FARMER ASKED ABOUT THE CULTURE PRACTICES IN GUAVA ?,अमरूद के पौधों को आप गमले में लगाने की बजाय गड्ढा मे लगाना चाहिए |,2024-01-27T11:46:37.893,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,AGRICULTURE,Others,Others,Sowing Time and Weather,ASKED ABOUT TO SOWING TIME OF ZAID SEASON ?,जायद (रबी और खरीफ के मध्य में बोई जाने वाली फसल) की सब्जियों की बुवाई का उपयुक्त समय चल रहा है। इन फसलों की बुवाई फरवरी से मार्च तक की जाती हैं।,2024-01-27T18:47:20.387,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,"मौसम का पूर्वानुमान जिले का नाम NEW DELHI और ब्लॉक DELHI अगले तीन दिनों में वर्षा होने की संभावना है, लेकिन आंशिक रूप से बादल छाए रहेंगे। आज का अपेक्षित अधिकतम तापमान (20 डिग्री सेल्सियस और न्यूनतम तापमान 08 डिग्री सेल्सियस और हवा की गति 10 किलोमीटर प्रति घंटा) चलने की संभावना है।
",2024-01-28T19:05:44.7,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,HORTICULTURE,Fruits,Pomegranate,	Plant Protection	,"ASKED ABOUT TO NUTRIENT MANAGEMENT  ?
","अनार लाल करने के लिए पोटेशियम डाइहाइड्रोजेन ऑर्थोफोस्फेट (0.5%) 10 ग्राम प्रति लिटर पानी में घोल कर छिड़काव करें।
",2024-01-31T15:42:15.85,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,AGRICULTURE,Others,Others,Government Schemes,FOR CALLING KISAAN CALL CENTER,"THANX FOR CALLING KISAAN CALL CENTER
",2024-01-01T08:03:10.23,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,HORTICULTURE,Condiments and Spices,Coriander,	Plant Protection	,"TELL ME DISEASE CONTROL IN  CORIANDER ?
","SPRAY OF BELETON 1 ML PER LITER WATER 
",2024-01-01T09:45:28.577,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,AGRICULTURE,Cereals,Barley (Jau),Sowing Time and Weather,farmer asked about to Time of sowing barley ?,"For optimum yield, complete sowing from 15 October to 15 November. If sowing get delayed yield will get declined.
",2024-01-02T13:11:54.343,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,HORTICULTURE,Fruits,Bail,	Plant Protection	,"FARMER ASKED ABOUT DISEASE CONTROL IN BAIL ?
","कॉपर ऑक्सीक्लोराइड 50%डब्लू.पी.(ब्लइटटॉक्स/ ब्लू कॉपर) दवा का 3 ग्राम प्रति लिटर पानी में घोल कर छिड़काव करें।
",2024-01-03T11:38:58.66,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,AGRICULTURE,Others,Others,Government Schemes,ASKED ABOUT TO MERI FASAL MERA BYORA INFORMATION ?,मेरी फसल मेरा बोरा किसान कॉल सेंटर के टोल फ्री नंबर 1800 180 2117 है |,2024-01-04T13:17:03.113,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,AGRICULTURE,Others,Others,Government Schemes,ASKED ABOUT TO  HARYANA STATE INFORMATION ?,कृपया आप अपने हरियाणा  की लोकल सिम से 18001801551 नंबर लगाए ताकि आपका सम्पर्क हरियाणा  किसान कॉल सेण्टर से होगा जंहा से आपको आपके  राज्य की जानकारी मिल जाएगी |,2024-01-04T13:17:27.2,2024,1
DELHI,New Delhi (Connaught Place),0   ,NA,AGRICULTURE,Others,Others,Government Schemes,FOR CALLING KISAAN CALL CENTER,THANX FOR CALLING KISAAN CALL CENTER,2024-01-04T17:28:52.25,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,AGRICULTURE,Others,Others,Government Schemes,FOR CALLING KISAAN CALL CENTER,THANX FOR CALLING KISAAN CALL CENTER,2024-01-04T17:51:25.06,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,AGRICULTURE,Cereals,Wheat,Weather,Farmer asked query on Weather,"मौसम  पूर्वानुमान के अनुसार आप के  जिले दिल्ली में अगले तीन दिनों में वर्षा होने की संभावना नहीं है, लेकिन आंशिक रूप से बादल छाए रहेंगे। आज का अपेक्षित अधिकतम तापमान (15 डिग्री सेल्सियस और न्यूनतम तापमान 7 डिग्री सेल्सियस और हवा की गति 6-10 किलोमीटर प्रति घंटा) चलने की संभावना है।",2024-01-04T18:37:06.533,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,HORTICULTURE,Flowers,Carnation,Medicinal and Aromatic Plants,FARMER ASKED ME ABOUT  GENERAL INFO ?,"किसान भाई , आपकी बात किसान कॉल सेंटर से हो रही है यहां पर खेती-बाड़ी संबंधित जानकारी आप प्राप्त कर सकते हैं
",2024-01-06T11:15:19.95,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED FOR IMPROVEMENT SALINE SOIL  ?,लवणीय मिट्टी सुधारने के लिए खेत के अंदर बुवाई से पहले जिप्सम का प्रयोग करें,2024-01-06T16:01:40.31,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,AGRICULTURE,Others,Others,Government Schemes,ASKED ME ABOUT TO PM KISAN SAMMAN NIDHI STATUS ?," 

प्रधानमंत्री किसान सम्मान निधि योजना की अधिक जानकारी के लिए अपने क्षेत्र के नोडल अधिकारी से संपर्क करें। धन्यवाद

",2024-01-07T17:45:39.69,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,AGRICULTURE,Others,Others,Government Schemes,ASKED ME ABOUT TO PM KISAN SAMMAN NIDHI STATUS ?," 

प्रधानमंत्री किसान सम्मान निधि योजना की अधिक जानकारी के लिए अपने क्षेत्र के नोडल अधिकारी से संपर्क करें। धन्यवाद

",2024-01-07T17:45:41.47,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,AGRICULTURE,Others,Others,Government Schemes,FOR CALLING KISAAN CALL CENTER,"THANX FOR CALLING KISAAN CALL CENTER
",2024-01-07T20:37:54.12,2024,1
DELHI,New Delhi (Connaught Place),0   ,NA,AGRICULTURE,Others,Others,Government Schemes, Ask about information on  PM - KISAN beneficiary status	,"UP156262469

પ્રધાનમંત્રી કિસાન સમ્માન નિધિ યોજના નું બેનેફિશ્યિરી સ્ટેટ્સ ચેક કરવા માટે આ લિંક ઉપર ક્લિક કરો. https://pmkisan.gov.in/BeneficiaryStatus_New.aspx",2024-01-11T12:50:08.297,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT THE PM KISAN ?,पीएम किसान सम्मन निधि योजना की किस्त अप्रैल माह से पहले कभी भी जारी की जा सकती है |,2024-01-11T17:51:02.183,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,TEST CALL,2024-01-14T08:27:45.903,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,AGRICULTURE,Others,Others,"Power, Roads etc.",TEST CALL,TEST CALL,2024-01-14T08:48:11.473,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,HORTICULTURE,Vegetables,Cucumber,Seeds and Planting Material,ASKED ABOUT TO VARIETY OF CUCUMBER ?,"खीरा की प्रमुख किस्में- पोईनसेट, पूसा संयोग, पूसा उदय,पूसा बरखा है। 
",2024-01-14T10:01:41.193,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,HORTICULTURE,Fruits,Jack Fruit,	Plant Protection	,FARMER ASKED ABOUT THE CONTROL OF INSECT IN JACK FRUIT ?,"फिप्रोनिल 80% डबल्यू.जी.0.5 ग्राम प्रति लीटर + मेंकोजेब 75% 2 ग्राम प्रति लिटर पानी में घोल कर छिड़काव करें।
",2024-01-15T10:47:08.75,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,AGRICULTURE,Others,Others,Government Schemes,farmer asked about to nil gya upchar ?,नीलगाय को खेतों की ओर आने से रोकने के लिए 4 लीटर मट्ठे में आधा किलो छिला हुआ लहसुन पीसकर मिलाकर इसमें 500 ग्राम बालू डालें। इस घोल को पांच दिन बाद छिड़काव करें। इसकी गंध से करीब 20 दिन तक नीलगाय खेतों में नहीं आएगी,2024-01-16T09:31:42.057,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,AGRICULTURE,Others,Others,Government Schemes,ASKED ABOUT TO PM KISAN SAMMAN NIDHI YOJANA ?,"पीएम किसान सम्मान निधि योजना में फार्म की जानकारी चेक करने के लिएओटीपी सिस्टम चालू कर दिया है इसलिए हमारा आपसे निवेदन है की फॉर्म आप नजदीकी जन सेवा केंद्र या पीएम किसान पोर्टल से चेक कर सकते हैं धन्यवाद | अधिक जानकारी के लिए ब्लॉक नोडल अधिकारी से संपर्क करें |
Registration Number
DL265509322",2024-01-17T16:13:19.487,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,AGRICULTURE,Others,Others,Government Schemes,FOR CALLING KISAAN CALL CENTER,"
THANX FOR CALLING KISAAN CALL CENTER
",2024-01-18T17:06:40.04,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,AGRICULTURE,Cereals,Wheat,	Plant Protection	,"ASKED ABOUT TO INSECT CONTROL IN WHEAT?
","--प्रोफेनोफोस 40% + साईपरमेथ्रिन 4% ई.सी. दवा का 1.5 एम.एल. प्रति लीटर पानी में घोल बना कर छिड़काव करें।
",2024-01-19T12:08:04.14,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,HORTICULTURE,Fruits,Pomegranate,Nutrient Management,FARMER ASKED ME ABOUT FRUIT CRACKING CONTROL IN ANAR ?,"फल फटाव रोकने हेतु बोरेक्स 4 ग्राम प्रति लीटर पानी में घोल बनाकर छिड़काव करें। 
",2024-01-20T08:24:14.41,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,AGRICULTURE,Cereals,Oats ,Nutrient Management,ASKED ABOUT TO MICRO NUTRIENT MANAGEMENT ?,"मल्टीप्लेक्स (सूक्ष्म पोषक तत्व) 4 ML प्रति लिटर पानी में घोल कर छिड़काव करें।
",2024-01-22T17:26:55.73,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,AGRICULTURE,Cereals,Wheat,Nutrient Management,FARMER ASKED ABOUT THE NUTRIENT MANAGEMENT IN WHEAT ?,"NPK 19:19:19 ग्रेड का 10 ग्राम प्रति लिटर पानी में घोल कर छिड़काव करें।
",2024-01-23T14:26:43.86,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,HORTICULTURE,Vegetables,Tomato,	Plant Protection	,"ASKED ABOUT  INSECT CONTROL IN TOMATO?
","इमिडाक्लोप्रिड 17.8 एस एल 0.5 एम एल प्रति लिटर पानी में घोल कर जड़ क्षेत्र में डालें।
",2024-01-24T12:39:58.687,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,AGRICULTURE,Oilseeds,Mustard,	Plant Protection	,ASKED ABOUT TO FROST SAVING,"पाले से बचाव के लिए फसलो में सल्फर 80% का 2 ग्राम प्रति लीटर पानी के हिसाब से छिड़काव करें
",2024-01-26T13:15:00.183,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,HORTICULTURE,Fruits,Guava,Nutrient Management,"FARMER ASKED ABOUT NUTRIENT MANAGEMENT GUAVA  ?
","सूक्ष्म पोषक तत्व 100 ग्राम प्रति पौधे के हिसाब से जड़ो में डालें।
",2024-01-27T16:18:32.27,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,AGRICULTURE,Others,Others,Government Schemes,"ASKED ABOUT TO CONTACT NUMBER OF KVK  ?
","Dr PURUSHOTTAM KUMAR, Head KVK,Haridwar Contact No.: +91-8475002233
Dr Mahendra Choudhary, Head KVK, kota Contact No.: +91-9414213488
Dr Ashok Kumar Sharma, Head KVK Dehradun, Contact No.: +91-8475002277",2024-01-30T10:27:07.42,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,AGRICULTURE,Others,Others,Government Schemes,FOR CALLING KISAAN CALL CENTER,"THANX FOR CALLING KISAAN CALL CENTER
",2024-01-31T20:10:48.117,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,AGRICULTURE,Cereals,Wheat,Nutrient Management,"asked about to MANURE AND FERTILIZER IN WHEAT  ?
",नैनो यूरिया का  4 मिलीलीटर प्रति लीटर पानी के घोल का खड़ी फसल में छिड़काव कर सकते हो,2024-01-31T20:20:53.733,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,AGRICULTURE,Cereals,Wheat,Fertilizer Use and Availability,ASKED ABOUT NANO UREA USE ,नैनो यूरिया का प्रयोग गेहूं में फसल के 50 से 60  दिन की अवस्था पर करें अथवा यूरिया का प्रयोग ना कर पान की दशा में करें,2024-01-21T16:44:03.637,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,AGRICULTURE,Cereals,Wheat,Nutrient Management,"ASKED ABOUT TO NUTRIENT MANAGEMENT  IN WHEAT ?
","NPK 18:18:18 ग्रेड का 10 ग्राम प्रति लिटर पानी में घोल कर छिड़काव करें।
",2024-01-22T09:22:33.743,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,HORTICULTURE,Vegetables,Bitter Gourd,Nutrient Management,"FARMER ASKED ABOUT TO NUTRIENT MANAGEMENT IN  ?
","NPK 18:18:18 ग्रेड का 10 ग्राम प्रति लिटर पानी में घोल कर छिड़काव करें।
",2024-01-23T14:00:53.333,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,ANIMAL HUSBANDRY,Animal,POULTRY  FARM ,Cattle shed Planning and Management,FARMER ASKED ABOUT THE POULTRY FARMING ?,"CONTACT NUMBER ORF POULTRY FARMING Vigilance Officer
Dr. Gautham Kolluri, Scientist
Mobile No.: 9536153139  ",2024-01-23T16:39:01.573,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,HORTICULTURE,Vegetables,Tomato,Nutrient Management,"ASKED ABOUT NUTRIENT MANAGEMENT IN TOMATO ?
","मल्टीप्लेक्स (सूक्ष्म पोषक तत्व) 4 ML प्रति लिटर पानी में घोल कर छिड़काव करें।
",2024-01-24T12:41:02.037,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,AGRICULTURE,Others,Others,Government Schemes,farmer asked about to nil gya upchar khet  ?,नीलगाय को खेतों की ओर आने से रोकने के लिए 4 लीटर मट्ठे में आधा किलो छिला हुआ लहसुन पीसकर मिलाकर इसमें 500 ग्राम बालू डालें। इस घोल को पांच दिन बाद छिड़काव करें। इसकी गंध से करीब 20 दिन तक नीलगाय खेतों में नहीं आएगी,2024-01-26T12:51:05.53,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,HORTICULTURE,Fruits,Grape,Cultural Practices,FARMER ASKED SOWING TIME IN GRAPE ?,एक वर्ष पुरानी जड़युक्त कलमों को जनवरी माह में नर्सरी से निकल कर खेत में रोपित कर देते हैं.,2024-01-27T14:39:50.977,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,AGRICULTURE,Cereals,Wheat,Cultural Practices,ASKED ABOUT TO WHEAT CROP INFORMATION ?,गेहूं की फसल पर खरपतवार नाशक दवा का असर कम करने के लिए खेत में नमी बनाए रखें और कंपोस्ट खाद का पानी 10 लीटर गर्मीवास को 100 लीटर पानी में मिलाकर छिड़काव करें |,2024-01-27T21:45:24.077,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,AGRICULTURE,Others,Others,Government Schemes,FOR CALLING KISAAN CALL CENTER,"THANX FOR CALLING KISAAN CALL CENTER
",2024-01-28T20:05:36.873,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,AGRICULTURE,Oilseeds,Safflower (kusum/kardi),	Plant Protection	,sunflower flower name session,अलग-अलग मौसम में अलग-अलग फूल खिलते हैं। सूरजमुखी केवल गर्मी के मौसम में ही खिलता है । गुलाब और गेंदा जैसे कुछ फूल अन्य मौसम में भी उगते हैं,2024-01-31T18:16:57.053,2024,1
DELHI,EAST DELHI (Preet Vihar),0   ,NA,AGRICULTURE,Cereals,Wheat,Nutrient Management,"ASKED ABOUT TO NUTRIENT MANAGEMENT IN WHEAT  ?
","पोटेशियम सल्फेट (NPK) 0:0:50 ग्रेड का 10 ग्राम प्रति लिटर पानी में घोल बना कर छिड़काव करें।  
",2024-01-13T11:51:39.843,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,AGRICULTURE,Others,Others,Government Schemes,"FARMER ASKED ABOUT TO PM KISAN SAMMAN NIDHI YOJANA ?
"," 
पीएम किसान निधि योजना की अधिक जानकारी के लिए आप अपने ब्लॉक में नोडल ऑफिसर से संपर्क करें",2024-01-01T16:50:23.7,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,AGRICULTURE,Cereals,Barley (Jau),Sowing Time and Weather,farmer asked about to crop sowing barley related information ?,अधिकतम उपज के लिए 15 अक्टूबर से 15 नवंबर तक बुआई पूरी कर लें। यदि बुआई में देरी हुई तो उपज में गिरावट आएगी।,2024-01-02T13:14:22.59,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,AGRICULTURE,Others,Others,Credit,ASKED ABOUT TO CONTACT NUMBER OF IARI PUSA DELHI ?,"पूसा दिल्ली के संपर्क नम्बर = 011-25841670, टोल फ्री नम्बर = 1800-11-8989 है।",2024-01-02T13:20:50.803,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,AGRICULTURE,Cereals,Wheat,Weed Management,FARMER ASKED ABOUT THE CONTROL OF WEED IN WHEAT ?,गेहूं की फसल में दो माह की अवस्था पर कोई भी खरपतवार नाशक दवाई का उपयोग नहीं होगा आप खरपतवारों को निराई गुड़ाई करवा कर निकलवाए |,2024-01-03T16:00:01.05,2024,1
DELHI,New Delhi (Connaught Place),DELHI,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED TULSI SELL INFORMATION ?,तुलसी बचने के लिए आयुर्वेदिक कंपनीया आयुर्वेदिक दवा बनाने वाले संस्था से संपर्क करें,2024-01-06T16:52:48.793,2024,1
